,HPO_term_ID,HPO_term_name,gene_num,study_count,n_study,population_count,n_population,gene_ratio,background_ratio,odd_ratio,pvalue,padj,related_genes
98,HP:0000738,Hallucinations,144,45,10814,144,234119,0.0041612724246347325,0.0006150718224492672,6.765506519326799,3.848045296684147e-25,8.336265401816656e-23,ADH1C APP ARSA ARSA ARSA ARSA BCKDHA BCKDHB BCS1L BMPR1A SYNJ1 SQSTM1 CHI3L1 CLN5 WHRN COMT CPOX SNCAIP CTSH CYP27A1 CYP27A1 DBT DNAJC6 DNAJC6 USH1G MED12 ESPN DRD3 DNM1L USH1C ECM1 ZDHHC9 SLC25A13 ADGRV1 ABCA7 BPTF CEP78 TOMM40 CIB2 CISD2 MLH3 FUS DISC2 GBA GLUD2 HTRA2 GRN MSH6 HARS1 HCRT HCRT HTT HLA-DQB1 HLA-DQB1 HLA-DQB1 HLA-DRB1 HLA-DRB1 PARK7 HMBS HTR2A KRAS EPCAM MAN2B1 MAN2B1 MAPT SLC6A19 MLH1 MOG MSH2 MTHFR TBK1 TRNS2 MYO7A MYO7A NDP NDP DAOA NR4A2 OPA1 P2RY11 TREM2 PRKN PIK3CA PMS1 PMS2 PODXL PPOX PPT1 PRNP PRNP PSAP PSAP PSAP PSEN1 PSEN2 VPS13C PSMD12 TTC19 LRRK2 RPS20 PDZD7 ATXN2 ATXN8OS DCAF17 DCAF17 ZNF365 ZNF365 SLC2A3 ARSG FAN1 SNCA SNCA SNCA C9ORF72 C9ORF72 SORL1 SPART CDH23 SYN2 SEMA4A TBP TBP ATP13A2 ATP13A2 ATP13A2 TGFBR2 TARDBP APOL4 TNFSF4 UCHL1 APOL2 USH2A CLRN1 VCP WFS1 WFS1 PINK1 CHCHD10 RTN4R UPF3B PRDM8 PCDH15 ALDH5A1 JPH3
170,HP:0002145,Frontotemporal dementia,50,28,10814,50,234119,0.0025892361753282783,0.0002135666050171067,12.123787682633623,1.2779509636701469e-24,2.5377976220216334e-22,PLA2G6 PLA2G6 SQSTM1 SQSTM1 SQSTM1 CCNF CHMP2B CHMP2B CHMP2B CYLD DCTN1 FUS GRN GRN GRN HNRNPA1 HNRNPA2B1 HNRNPA2B1 MAPT MAPT MAPT MAPT TBK1 TBK1 TREM2 TREM2 UBQLN2 TMEM106B TMEM106B PRKAR1B PSEN1 PSEN1 PSEN1 PSEN1 C9ORF72 C9ORF72 C9ORF72 C9ORF72 TARDBP TARDBP TIA1 ZFYVE26 TUBA4A VCP VCP VCP VCP VCP CHCHD10 CHCHD10
362,HP:0000734,Disinhibition,43,25,10814,43,234119,0.0023118180136859627,0.00018366728031471175,12.586988873166137,1.0771216021379863e-22,1.9744467522267857e-20,APP SQSTM1 SQSTM1 SQSTM1 CHMP2B CHMP2B ABCA7 ABCA7 TOMM40 FMR1 FTL FUS GRN GRN HTT MAPT MAPT MAPT TBK1 TBK1 TREM2 TREM2 TREM2 TREM2 TMEM106B PSEN1 PSEN1 PSEN1 PSEN1 PSEN2 SLC2A3 C9ORF72 C9ORF72 SORL1 SPAST VPS13A TARDBP TARDBP TYROBP TYROBP VCP VCP CHCHD10
115,HP:0000751,Personality changes,78,32,10814,78,234119,0.002959127057518032,0.00033316390382668643,8.88189573819313,1.689952644670467e-22,2.876540823035516e-20,ADH1C PLA2G6 PLA2G6 APOE ATP7B SQSTM1 SQSTM1 EIF2B4 EIF2B3 EIF2B2 EIF2B5 MMACHC CHMP2B CHMP2B CHMP2B SNCAIP DCTN1 TIMM8A EIF2B1 GBA PNPLA6 GLUD2 GRN GRN GRN HTT HLA-DQB1 LMNB1 MAPT MAPT MAPT MAPT MAPT MAPT COX1 COX2 COX3 TBK1 ND1 ND4 ND5 ND6 TRNF TRNH TRNL1 TRNQ TRNS1 TRNS2 TRNW NR4A2 TREM2 TREM2 TREM2 RNF216 TMEM106B TMEM106B PRNP PRNP PRNP PRNP PRNP PSEN1 PSEN1 PSEN1 PSEN1 PSEN1 ATXN2 ATXN8OS C9ORF72 C9ORF72 VPS13A TBP TIA1 TYROBP TYROBP VCP VCP JPH3
289,HP:0000713,Agitation,106,35,10814,106,234119,0.003236545219160348,0.00045276120263626615,7.148459718533976,8.734939482311708e-21,1.38769071908992e-18,ACAT1 ANG ANXA11 APP SYNJ1 SQSTM1 BRAT1 CFAP410 CACNA1A CCNF VAPB COX10 GABBR2 GABBR2 CHMP2B GIGYF2 MATR3 DAO DNAJC6 DCTN1 DCX FIG4 PDE11A ECE1 OPTN EIF2S3 EIF4G1 EPHA4 ERBB4 ABCA7 WAC TOMM40 DEAF1 DEAF1 AFF2 AFF2 FUS GBA ADA2 PPARGC1A GLE1 HTRA2 GRN HSD17B10 HTT HTT PARK7 HNF4A HNRNPA1 NDST1 IGF1R KCNJ11 KIF11 LSS MECP2 MECP2 TBK1 NEFH NEK1 TREM2 TREM2 PAK3 PRKN PFN1 UBQLN2 PODXL PON1 PON2 PON3 PRKAR1A PRPH PSEN1 PSEN2 VPS13C PTS LRRK2 LRRK2 ATXN2 NTNG1 SLC2A3 VPS35 SNCA SNCA C9ORF72 UNC13A SOD1 SORL1 GLT8D1 SPAST NAGS CDKL5 STXBP1 SUOX ABCC8 HNF1A DNAJC13 MED13L TARDBP TSHR TSHR UCHL1 UCP2 VCP PINK1 CHCHD10 TAF15
108,HP:0011960,Substantia nigra gliosis,16,15,10814,16,234119,0.0013870908082115776,6.834131360547414e-05,20.296519557980396,1.4097493181408217e-19,2.0996453907059864e-17,ADH1C FBXO7 SNCAIP GBA GLUD2 MAPT ATXN3 ATXN3 ATXN3 NR4A2 PRKN LRRK2 ATXN2 ATXN8OS SNCA TBP
281,HP:0003394,Muscle spasm,171,42,10814,171,234119,0.0038838542629924173,0.0007303977891585049,5.317450737997203,3.5880315451474215e-19,5.029575983580179e-17,ACADM ACADVL AMPD1 AMPD3 ANG SLC25A4 ANXA11 AR AR ATP1A1 STX16 SYNJ1 SQSTM1 CFAP410 CACNA1S CRPPA CASQ1 CASQ1 CASR CAV3 CCNF VAPB VAPB CHRNE CLCNKB COL1A1 COL4A1 COL4A1 COL5A1 COL5A2 RRM2B CPT2 CHMP2B GIGYF2 TRPM6 MATR3 DAO DNAJC6 DCTN1 DCTN1 PHGDH FIG4 WASHC5 DGUOK MFN2 DLD DMD DNA2 DNA2 DPAGT1 ABCB6 OPTN EIF4G1 EPHA4 ERBB4 TFG FKTN POMT1 GFM2 FUS GABRA3 MAP3K20 GBA GFPT1 GFPT1 GFPT1 PPARGC1A GLA GLE1 GNA11 GNAS GNAS GNAS HTRA2 HPDL ORAI1 HADHA HADHB KCNJ18 POLG2 HINT1 PARK7 HNRNPA1 ALG14 HSPB1 TRAPPC11 TRAPPC11 ALG2 KCNA1 KCNJ1 LDHA KY ATXN3 ATXN3 ATXN3 ATXN3 FLVCR1 ATP6 TBK1 MYH7 NEFH NEFH NEFL NEK1 TREM2 PRKN PFN1 PGK1 PHKA2 PHKG2 GMPPB GMPPB PSAT1 UBQLN2 FKRP FKRP FKRP PODXL POLG PON1 PON2 PON3 PRPH PRPH TRPM7 VPS13C PIGG ALDH18A1 SH3TC2 LRRK2 LRRK2 RTN2 ATXN2 ATXN2 FDX2 SCN4A SCN4A OPA3 MORC2 MORC2 SLC12A1 SLC12A3 SLC12A3 VPS35 SMN1 SMN2 SNCA SNCA C9ORF72 UNC13A SOD1 SOD1 GLT8D1 STIM1 STIM1 SVIL DNAJC13 CARMIL2 DOK7 TARDBP ISCU UCHL1 VCP VCP VCP TWNK PINK1 CHCHD10 CHCHD10 FBXO38 TAF15
589,HP:0030223,Perseveration,34,20,10814,34,234119,0.0018494544109487702,0.00014522529141163256,12.735071095203384,1.427222369468428e-18,1.8894838369129244e-16,SQSTM1 SQSTM1 CHMP2B CHMP2B TACO1 NPC2 FUS GRN GRN GRN MAPT MAPT MAPT TBK1 NONO TREM2 TREM2 TMEM106B TMEM106B PRNP PRNP PSEN1 PSEN1 PSEN1 C9ORF72 C9ORF72 C9ORF72 TARDBP TARDBP VCP VCP VCP CHCHD10 USP7
308,HP:0002354,Memory impairment,150,38,10814,150,234119,0.0035139633808026634,0.0006406998150513201,5.484570618334258,5.499836080110234e-18,6.897952304685625e-16,KLRC4 MYORG ABCD1 ABCD1 APOE APOE APP APP FAS ARSA BMPR1A SQSTM1 EIF2B4 EIF2B3 EIF2B2 EIF2B5 ACSF3 C4A XPR1 CCR1 CP MMACHC CHMP2B CHMP2B CHMP2B CSF1R CYLD IL23R DNMT1 DNMT1 DNMT1 ATN1 GNE ECM1 EIF2B1 SLC25A13 UBAC2 STUB1 ABCA7 ABCA7 REEP2 FGF14 FGF14 TOMM40 FMR1 FMR1 MLH3 ERAP1 ADA2 AFG3L2 GRN GRN GRN GRIN2A MSH6 IL12A-AS1 HTT TREX1 HLA-B HLA-DQB1 HMBS IL10 IL12A KRAS EPCAM MAPT MAPT MAPT MAPT MAPT MEFV ATXN3 ATXN3 ATXN3 MLH1 MSH2 COX1 COX2 COX3 ND1 ND4 ND5 ND6 TRNF TRNH TRNL1 TRNQ TRNS1 TRNS2 TRNW MYD88 NF1 NF2 NOTCH3 PAH TREM2 TREM2 TREM2 TREM2 TREM2 PDGFB PDGFRB PIK3CA PMS1 PMS2 POLG UGT1A1 TMEM106B TMEM106B PRKAR1B PRKCG PRNP PRNP PRNP PSAP PSEN1 PSEN1 PSEN1 PSEN1 PSEN2 PSEN2 ALDH18A1 RPS20 ATXN1 SIM1 SLC2A3 FAN1 SLC20A2 C9ORF72 C9ORF72 C9ORF72 SORL1 SPAST SPG7 SPG7 STAT4 VAMP1 VAMP1 SEMA4A CAMTA1 TGFBR2 TIA1 TLR4 TYROBP TYROBP VCP VCP VCP TWNK JPH3
104,HP:0001332,Dystonia,466,70,10814,466,234119,0.006473090438320696,0.001990440758759434,3.2520889706635256,6.441164240351834e-18,7.67464719237921e-16,ACADS DNAJC19 ACOX1 ADAR ADAR ADAR ADCY5 ADCY5 MYORG TBC1D24 TBC1D24 ADH1C AARS2 HACE1 HACE1 PLA2G6 PLA2G6 PLA2G6 SPOP OFD1 PRSS12 CNTNAP1 ALS2 APOE DEGS1 CASK MTFMT ARSA ARSA ARSA ARSA RNASET2 MRPS34 ATM ATP1A2 ATP1A3 ATP1A3 ATP1A3 ATP7B CRADD AUH AUH SUCLA2 SYNJ1 SYNJ1 SYNJ1 SQSTM1 ACSF3 CACNA1G AP3D1 CACNA1A CACNA1B CACNA1E CARS1 PIGQ AP4M1 TMEM67 RAB11B AIMP1 CHRNA2 LONP1 PLAA FBXO7 FBXO7 MTO1 MED23 TXN2 PMPCB TECR B3GALNT2 NDUFAF3 COX15 SAMHD1 GABBR2 GABBR2 CHMP2B SNCAIP GIGYF2 PNPLA8 SLC45A1 EARS2 PET100 CYP27A1 METTL23 DNAJC6 DNAJC6 DNAJC6 FBXL4 TIMM8A HIBCH HIBCH C19ORF12 IQSEC1 DLD TRAPPC9 SCO2 NDUFAF2 TOR1A ECHS1 ECHS1 ECM1 TSFM NDUFA13 BCAP31 TRAPPC12 TRAPPC12 EIF4G1 BSCL2 CRBN TACO1 EPRS1 PIGP PCDH12 WARS2 RSRC1 MICU1 MICU1 TUBB4A FBLN1 RNASEH2C RNASEH2C SLC30A9 SLC9A6 FOXG1 FOXG1 RNASEH2A RNASEH2A NBEA NPC2 FXN UFM1 GFM2 TPK1 LIPT1 LIPT1 UQCRQ AP4B1 AP4B1 GABRB2 GAD1 KDM5B UPB1 B4GALNT1 B4GALNT1 NKX6-2 NKX6-2 GALT GAMT NADK2 NADK2 GBA GBA GBA SIK1 GCDH GCH1 MMADHC GLB1 GLE1 AFG3L2 AFG3L2 AFG3L2 GLUD2 GM2A GM2A LIPT2 GNAO1 GNAO1 GNAO1 MARS2 MARS2 HTRA2 HTRA2 GRIA2 GRIK2 GRIK2 GRIN1 GRIN2A GRIN2B GRIN2B POLR3A POLR3A WDR45 WDR45 AP4S1 CKAP2L WDR73 SERAC1 HSD17B10 MAN1B1 HTT HTT HTT TREX1 TREX1 PNKP PNKP PNKP PARK7 HNMT ATXN8 HPRT1 HPRT1 TRAPPC11 NDST1 IREB2 KCNA1 KCNMA1 KCNQ2 KCNQ2 MAPT MAPT MAT1A MDH2 MECP2 MECP2 MECP2 ATXN3 ATXN3 ATXN3 ATXN3 ALDH6A1 MPV17 MRE11 MRE11 DCPS NDUFAF4 ATP6 ATP6 ATP6 COX3 CYTB ND1 ND1 ND2 ND2 ND3 ND4 ND4 ND4L ND5 ND5 ND6 ND6 TRNK TRNL1 TRNV TRNW MMUT MMUT NDUFA2 NDUFA4 NDUFA4 NDUFA9 NDUFA9 NDUFA10 NDUFB8 NDUFS1 NDUFS1 NDUFS2 NDUFS2 NDUFS3 NDUFS3 NDUFV1 NDUFS4 NDUFS8 NDUFS8 NDUFV2 NEUROD2 NPC1 NR4A2 PRKN PRKN PCCA PCCB PDE2A PDGFB PDGFRB PDHA1 PDHA1 PDHA1 PNPT1 PIGC TSEN34 PLP1 PLP1 UBQLN2 NDUFAF5 NDUFAF5 MBOAT7 PODXL PODXL FA2H TMEM106B GTPBP2 EIF2AK2 TRIT1 NDUFS7 NDUFS7 PSAP PSAP PSAP PSAP PSEN1 VPS13C APTX CC2D1A NHLRC2 NSUN2 TTC19 PTS PURA CARS2 QDPR RNASEH2B RNASEH2B SLC25A42 RARS1 PRRT2 DALRD3 SLC25A22 LINS1 VPS13D FBXO31 TANGO2 TANGO2 CWF19L1 UBA5 ZC3H14 ACER3 LRRK2 LRRK2 DHDDS CLIP1 STN1 PANK2 SARS1 ATXN1 ATXN2 ATXN2 ATXN8OS ATXN8OS SCN1B PGAP1 SCN2A SCN2A SCN8A DCAF17 DCAF17 SLC30A10 SLC30A10 SDHA SDHA SDHD FOXRED1 VPS37A EDC3 CTC1 ARX ARX NTNG1 ST3GAL3 SLC2A1 SLC2A1 SLC2A1 SLC2A1 SLC2A3 DHX30 SLC6A8 SLC6A8 POLR3B SLC20A2 VPS35 NAXD NDUFAF6 NDUFAF6 SNCA SNCA SNCA SNCA C9ORF72 TNIK SETX SETX EMC1 SPR ZC4H2 SLC39A8 SNORD118 IFIH1 IFIH1 CDKL5 CDKL5 TTBK2 STXBP1 STXBP1 NDUFA12 NDUFA12 SURF1 SURF1 SURF1 RHOBTB2 VAMP1 VAMP1 VAMP2 VPS13A SYT1 SYT1 IRF2BPL TAF1 TAF1 AGTPBP1 TBCD TBP TBP DMXL2 DMXL2 DMXL2 DNAJC13 WASHC4 SLC19A3 SLC19A3 SLC19A3 GSX2 ATP13A2 ATP13A2 ATP13A2 TSEN2 AP4E1 SLC44A1 NKX2-1 NKX2-1 CYP2U1 PIK3R5 TPI1 NUP62 NUP62 TTPA UBTF UBTF UCHL1 FRRS1L FRRS1L UGDH VCP EZR ARV1 PLEKHG2 YY1 YY1 FMN2 PINK1 PINK1 LMAN2L COQ8A COQ9 TRIM8 C12ORF4 TUSC3 KAT6A GJC2 MCOLN1 PDHX MED25 JPH3 JPH3
568,HP:0002578,Gastroparesis,42,21,10814,42,234119,0.0019419271314962086,0.00017939594821436963,10.824810430922877,1.8552718540037766e-17,2.105291822900476e-15,SLC25A4 ATP7A SYNJ1 RRM2B DNAJC6 TYMP HTRA2 POLG2 POLG2 PARK7 HNRNPK HNRNPK NDN NDN NDN OCA2 OCA2 OCA2 PRKN MAGEL2 MAGEL2 MAGEL2 PODXL POLG POLG POLG POLG POLG EIF2AK2 VPS13C TMEM70 LRRK2 SNCA SNRPN SNRPN SNRPN SON UCHL1 TWNK TWNK TWNK PINK1
558,HP:0000727,Frontal lobe dementia,20,15,10814,20,234119,0.0013870908082115776,8.542664200684267e-05,16.237215646384318,1.1447245119269743e-16,1.2399447781463543e-14,SYNJ1 CSF1R DNAJC6 FTL HTRA2 PARK7 MAPT TREM2 PRKN PODXL PSEN1 VPS13C LRRK2 SNCA TBP TYROBP TYROBP UCHL1 PINK1 CHCHD10
114,HP:0002529,Neuronal loss in central nervous system,46,21,10814,46,234119,0.0019419271314962086,0.00019648127661573816,9.883522567364366,1.999786938995866e-16,2.0719531633161518e-14,ADH1C PLA2G6 KCNT1 BRAT1 VAPB ZNHIT3 CHMP2B SNCAIP CSF1R CTSD FIG4 DNMT1 SCO2 BSCL2 BSCL2 SLC9A6 SLC9A6 FUS GBA GLUD2 GRN HTT MAPT MAPT MAPT MAPT NPC1 NR4A2 PDYN SERPINI1 PIGA POLG PRNP PRNP PSAP PSEN1 PSEN1 NARS2 ATXN2 ATXN8OS VAC14 C9ORF72 TBCD TBP TBP TBP
110,HP:0012332,Abnormal autonomic nervous system physiology,84,27,10814,84,234119,0.0024967634547808397,0.00035879189642873925,6.958806705593278,4.805996280203052e-16,4.7719538065516134e-14,ACOX1 ADH1C PLA2G6 ANK2 ASCL1 B2M SYNJ1 PHOX2B BRAT1 CACNA1C CALM1 CALM2 CALM3 CAV3 LGI1 FBXO7 TXN2 GABBR2 SNCAIP DEPDC5 NOS1AP DNAJC6 KCNE2 ECE1 AKAP9 TRDN TUBB3 FMR1 CISD2 GBA GLA GLUD2 HTRA2 WDR45 WDR45 SCN11A SCN11A PARK7 KCNE1 KCNH2 KCNJ5 KCNQ1 LIFR LIFR MAPT MECP2 ATXN3 NR4A2 PRKN PODXL PPOX PRNP PRNP RELN VPS13C VPS13C RET RFC1 LRRK2 ATXN2 ATXN8OS SCN3A SCN4B SCN5A SCN9A SCN9A SCN10A CCT5 SLC18A2 SNCA SNCA SNTA1 SOX10 VPS11 VPS11 VPS13A TBP TCF4 TSPYL1 TTR UCHL1 WFS1 PINK1 AAAS
175,HP:0000338,Hypomimic face,38,19,10814,38,234119,0.0017569816904013317,0.0001623106198130011,10.824810430922877,6.29465271230593e-16,6.000062965370012e-14,PLA2G6 SLC25A4 ATP1A3 ATP1A3 SYNJ1 JAM2 PLAA FBXO7 FBXO7 RRM2B GIGYF2 DNAJC6 TECPR2 TECPR2 ATP6AP2 ATP6AP2 EIF4G1 KCNK9 FTL FTL GBA TXNL4A POLG2 PODXL POLG CC2D1A LRRK2 SLC30A10 SLC6A3 SLC18A2 VPS35 SNCA SNCA SPR DNAJC13 ATP13A2 SLC39A14 TWNK
121,HP:0002015,Dysphagia,546,73,10814,546,234119,0.006750508599963011,0.002332147326786805,2.8945463789647254,7.66659101565621e-16,7.026725534734133e-14,SMC1A SMC1A ACOX1 ACOX1 ACTA1 ACTA1 ACTA1 ACTA1 ACTB ACTG2 DYSF COLQ COLQ ADAR MYORG ADD3 ADH1C PLA2G6 PLA2G6 ABCD1 SLC25A4 KLHL40 KLHL40 KCNAB2 ALS2 ALS2 ALS2 ALS2 ALS2 APOE APP GBA2 AR MADD PRKRA PRKRA SPTBN4 ASAH1 PDE8B TP63 RERE RERE ATP1A3 ATP1A3 ATP1A3 RNASEH1 RNASEH1 ATP7A ATP7B BRAF SYNJ1 SQSTM1 SQSTM1 SERPING1 CACNA1G CACNA1G FOXH1 FOXH1 FOXH1 FOXH1 FOXH1 CACNA1A CACNA1A CAV1 CAV1 SCARB2 VAPB CRLF1 CHAT CHAT TRIP4 CHRNA1 CHRNA1 CHRND CHRND CHRNE CHRNE CLCN1 PLAA PEX16 FBXO7 CYP7B1 CCR6 CCR6 ATXN10 MED17 COL4A5 COL4A6 COL7A1 COL7A1 COL7A1 COL13A1 MYOT MYOT RRM2B RRM2B RRM2B RRM2B NDUFAF3 PNKD CRYAB SNCAIP SETBP1 GEMIN4 GIGYF2 CCN2 CCN2 CTNS SEMA3E PUS3 MATR3 MATR3 DAB1 DCX ZEB2 ZEB2 FBXL4 TIMM8A TIMM8A SACS DGUOK DGUOK C19ORF12 DMPK CDON CDON CDON CDON CDON SCO2 ATN1 NDUFAF2 ASCC1 DNAJB6 DNAJB6 DYRK1A DNM1L TYMP ECM1 YARS2 OPTN MECR TRAPPC12 TRAPPC12 COQ4 SYT14 SYT14 RLIM EIF4G1 EPRS1 IRX5 STUB1 STUB1 SIGMAR1 IKZF1 KLHL41 KLHL41 TFG KCNK9 KCNK9 WARS2 WAC SPG21 SPG21 TUBB4A TUBB4A FGF8 FGF8 FGF8 FGF8 FGF8 FGF10 FGFR1 FGFR1 FGFR3 FGFR2 SLC9A6 SLC9A6 FMR1 NOP56 NOP56 NPC2 FXN FRG1 FTL FTL FUS FUS STAG2 STAG2 MEGF10 MGME1 GABRD GAS1 GAS1 GAS1 GAS1 GAS1 GBA GBA GBA GBA GBA SIK1 GCDH GCH1 GFPT1 TUBB6 GJB1 GLI2 GLI2 GLI2 GLI2 GLI2 AFG3L2 AFG3L2 GLUD2 GNAO1 GNAQ GNS GRIN2D GRM1 GRM7 HPDL POLR3A POLR3A POLR3A ERLIN2 ERLIN2 ERLIN2 LINGO1 GUCY1A1 HSD17B10 POLG2 DISP1 DISP1 DISP1 DISP1 DISP1 HTT REPS1 HLA-B HLA-DQA1 HLA-DQB1 HLA-DRB1 HLA-DRB1 SLC5A7 SLC5A7 ATXN8 ATXN8 HPCA HOXB1 HPRT1 IDH1 IDH2 IRF5 IRF5 IRF6 KCNC3 KCND3 KIF5A KIT KIT KIT LAMA2 LAMB2 LBR DLL1 DLL1 DLL1 DLL1 DLL1 LIFR KY KY LMNB1 LMX1B MAPT MAPT MAPT MAPT MECP2 MID1 ATXN3 ATXN3 ATXN3 ATXN3 KMT2A MMP1 MMP1 MPZ MRPS28 MSX1 ATP6 ATP6 TBK1 TBK1 ND1 ND2 ND3 ND4 ND5 ND6 ANKRD11 TRNK TRNL1 TRNV TRNW MYH7 MYH8 MYO9A MYO9A NDUFA6 NEB NEB NEB NDUFA9 NDUFB8 NDUFS1 NDUFS2 NDUFS3 NEK1 NEU1 NEUROD2 NF1 NF2 MYMK NODAL NODAL NODAL NODAL NODAL NOS1 NOTCH3 NPC1 NTRK1 NR4A2 OCA2 SYT2 OPA1 PAX7 PCNA CHMP1A PDGFRA PFN1 PIGA PLEC GMPPA PLP1 LRP12 UBQLN2 FA2H POLG POLG POLG POLG POLG POLG PDP1 PRKCG CAVIN1 MAP2K2 PRNP PRPS1 RELN PSAP PSEN1 GDAP2 NUTM2B-AS1 PTCH1 PTCH1 PTCH1 PTCH1 PTCH1 NCAPG2 PTS PTS NECTIN1 PYGM CDC73 CDC73 SLC52A2 CARS2 QDPR QDPR RHBDF2 REV3L SLC25A22 TANGO2 PYROXD1 LRRK2 KIAA0319L GRHL2 RYR1 PANK2 PANK2 PANK2 PANK2 ATXN1 ATXN1 ATXN2 ATXN2 ATXN7 ATXN7 ATXN8OS ATXN8OS ATXN8OS SCN3A SCN4A SCN4A SCN4A SDHA SDHB SDHB SDHB SDHC SDHC SDHC SDHD PUF60 ARX FERMT1 FERMT1 SHH SHH SHH SHH SHH SPG11 SPG11 CHD7 SIX3 SIX3 SIX3 SIX3 SIX3 SKI SLC1A4 SLC6A9 VAC14 POLR3B POLR3B SLC12A2 DKK1 SLC18A3 SLC25A1 FLAD1 VPS35 SNAP25 TBC1D23 SNCA SNCA SNCA C9ORF72 PRDM16 SON SETX SETX SPG7 SPG7 SPG7 SPART PLXND1 ZC4H2 SLC52A3 SLC52A3 TTBK2 STXBP1 KLHL7 SURF1 VAMP1 VAMP1 VAMP1 VAMP1 VPS13A VPS13A IRF2BPL DDHD2 DDHD2 TBCD TBP TBP SATB2 DNAJC13 CARMIL2 HGSNAT SLC19A3 TDGF1 TDGF1 TDGF1 TDGF1 TDGF1 SPECC1L ATP13A2 ATP13A2 TGIF1 TGIF1 TGIF1 TGIF1 TGIF1 LMOD3 TARDBP TARDBP SLC44A1 TK2 TK2 TK2 MRPS25 MACF1 KAT6B AGRN PIK3R5 TOP3A TPM2 TPM3 TPM3 TPM3 PIGN NUP62 NUP62 UBE3A UBE3A UBE3A UBTF UBTF VARS1 VCP WFS1 TWNK TWNK XRCC1 ZIC2 ZIC2 ZIC2 ZIC2 ZIC2 CHCHD10 CHCHD10 CHCHD10 REEP1 REEP1 MFF MFF EBF3 SELENON PABPN1
3,HP:0002185,Neurofibrillary tangles,30,17,10814,30,234119,0.0015720362493064546,0.00012813996301026402,12.26811848837926,1.315882673248695e-15,1.161388300130237e-13,A2M PLA2G6 PLA2G6 APOE APOE APOE APOE APP APP ITM2B CYLD ABCA7 ABCA7 TOMM40 NPC2 GRN HFE MAPT MPO NOS3 NPC1 TREM2 PLAU PRNP PSEN1 PSEN1 PSEN2 PSEN2 VPS13C SORL1
538,HP:0002304,Akinesia,36,18,10814,36,234119,0.001664508969853893,0.0001537679556123168,10.824810430922877,3.673201914164208e-15,3.126157200519038e-13,SYNJ1 CHRNA1 CHRND CHRNG CNTN1 CP GIGYF2 DNAJC6 TOR1A EIF4G1 ERBB3 FGF14 GBA GBA TMEM240 TMEM240 MAPT MAPT MAPT MUSK MYOD1 NUP88 PODXL VPS13C RAPSN LRRK2 PANK2 FLVCR2 SLC18A3 VPS35 VPS35 SNCA DNAJC13 DOK7 ATP13A2 FXR1
